Age,Turnover,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
21,Yes,Non-Travel,303,Hardware,38,3,Marketing,1,1667,2,Male,58.0,4,4,Developer,2,Married,23160.0,393720.0,6,Y,No,47.0,3.0,1,80,4,19,1.0,1.0,14,5,5,3
38,No,Travel_Rarely,1068,Software,45,4,Other,1,5576,4,Female,51.0,1,4,Manufacturing Director,4,Divorced,44726.0,1252328.0,6,Y,Yes,8.0,2.0,4,80,4,40,5.0,4.0,27,23,14,12
30,No,Travel_Frequently,908,Sales,29,1,Technical Degree,1,4457,1,Male,135.0,3,5,Research Scientist,3,Married,49712.0,1491360.0,8,Y,Yes,29.0,3.0,2,80,4,36,4.0,4.0,1,1,1,1
41,Yes,Travel_Frequently,1207,Software,6,5,Human Resources,1,4748,1,Female,178.0,3,5,Research Director,3,Married,24935.0,648310.0,3,Y,Yes,0.0,1.0,4,80,1,32,4.0,1.0,23,10,20,10
36,No,Travel_Rarely,467,Human Resources,43,1,Medical,1,4109,4,Female,85.0,3,4,Healthcare Representative,3,Married,9361.0,177859.0,2,Y,No,24.0,2.0,2,80,3,9,6.0,2.0,4,4,4,3
28,Yes,Travel_Frequently,1240,Software,18,5,Medical,1,2216,3,Female,193.0,2,4,Manufacturing Director,2,Single,28514.0,256626.0,4,Y,No,25.0,2.0,1,80,1,7,1.0,1.0,1,1,1,1
36,No,Travel_Rarely,420,Research & Development,24,2,Life Sciences,1,6857,2,Female,61.0,3,1,Sales Representative,1,Married,37399.0,523586.0,3,Y,No,6.0,3.0,2,80,4,16,1.0,4.0,1,1,1,1
39,No,Travel_Frequently,868,Sales,18,1,Life Sciences,1,8772,2,Male,127.0,3,2,Healthcare Representative,1,Divorced,2384.0,52448.0,6,Y,Yes,15.0,2.0,2,80,3,19,6.0,3.0,13,1,5,8
20,Yes,Travel_Frequently,1467,Software,30,3,Human Resources,1,9393,3,Female,111.0,2,3,Sales Executive,3,Divorced,50442.0,1361934.0,8,Y,Yes,26.0,2.0,1,80,3,36,3.0,2.0,28,16,27,11
38,Yes,Non-Travel,963,Software,23,5,Technical Degree,1,107,1,Female,197.0,1,1,Research Director,1,Married,37480.0,712120.0,2,Y,Yes,3.0,3.0,4,80,4,11,2.0,2.0,11,11,9,7
32,Yes,Travel_Frequently,286,Human Resources,48,3,Medical,1,600,1,Female,185.0,3,1,Research Director,1,Married,9698.0,135772.0,7,Y,No,6.0,2.0,1,80,3,38,5.0,3.0,1,1,1,1
18,Yes,Travel_Frequently,1213,Support,28,3,Life Sciences,1,7714,2,Female,97.0,4,1,Research Director,3,Married,21712.0,130272.0,1,Y,Yes,6.0,2.0,3,80,3,16,5.0,3.0,3,3,2,2
30,No,Travel_Rarely,1497,Software,21,3,Other,1,8550,3,Female,156.0,4,3,Developer,1,Married,18824.0,395304.0,3,Y,Yes,34.0,4.0,2,80,4,6,6.0,1.0,2,1,2,2
34,No,Non-Travel,1106,Software,36,3,Medical,1,3843,2,Female,172.0,2,5,Healthcare Representative,1,Married,39965.0,679405.0,5,Y,Yes,32.0,2.0,1,80,2,18,6.0,2.0,3,3,3,2
50,No,Travel_Rarely,869,Human Resources,35,2,Medical,1,4970,3,Female,166.0,4,1,Sales Representative,2,Married,11194.0,335820.0,6,Y,Yes,36.0,1.0,3,80,3,39,5.0,4.0,19,17,5,12
44,Yes,Non-Travel,1227,Sales,29,3,Human Resources,1,6156,4,Female,140.0,2,2,Manager,3,Divorced,4374.0,17496.0,4,Y,No,23.0,4.0,1,80,4,15,4.0,2.0,5,3,1,4
54,No,Travel_Frequently,556,Sales,11,2,Life Sciences,1,3731,4,Male,83.0,2,1,Healthcare Representative,2,Divorced,45908.0,780436.0,5,Y,Yes,33.0,4.0,3,80,3,23,5.0,3.0,7,6,3,4
29,Yes,Non-Travel,777,Support,2,3,Technical Degree,1,9029,4,Male,189.0,4,3,Laboratory Technician,1,Single,31229.0,156145.0,4,Y,Yes,21.0,4.0,2,80,2,2,3.0,2.0,1,1,1,1
58,Yes,Travel_Frequently,573,Human Resources,25,3,Technical Degree,1,9114,2,Female,65.0,2,5,Laboratory Technician,4,Married,30341.0,121364.0,4,Y,Yes,26.0,3.0,2,80,3,25,4.0,4.0,17,17,17,3
53,Yes,Travel_Frequently,1260,Sales,22,2,Marketing,1,7964,3,Female,118.0,3,2,Research Director,2,Single,24573.0,393168.0,4,Y,No,8.0,4.0,2,80,1,27,6.0,1.0,24,20,5,1
25,Yes,Travel_Rarely,1089,Human Resources,22,3,Medical,1,3988,1,Male,200.0,3,2,Research Director,1,Divorced,19427.0,213697.0,7,Y,No,28.0,2.0,1,80,1,22,2.0,3.0,18,5,8,2
55,Yes,Travel_Rarely,1159,Software,28,1,Human Resources,1,3181,2,Male,71.0,4,4,Sales Executive,2,Single,22444.0,291772.0,0,Y,Yes,17.0,1.0,3,80,2,22,3.0,4.0,5,3,1,3
21,No,Non-Travel,502,Hardware,43,1,Human Resources,1,123,3,Male,173.0,2,1,Sales Representative,1,Married,49451.0,49451.0,5,Y,No,47.0,3.0,1,80,4,17,4.0,3.0,17,6,14,17
40,Yes,Non-Travel,427,Software,36,4,Life Sciences,1,5156,1,Male,166.0,3,5,Developer,4,Married,9387.0,253449.0,5,Y,No,34.0,4.0,2,80,4,26,5.0,4.0,7,3,5,1
19,Yes,Non-Travel,1295,Research & Development,43,5,Medical,1,7344,1,Male,38.0,1,1,Research Scientist,3,Married,48265.0,1013565.0,0,Y,Yes,13.0,2.0,4,80,2,35,1.0,1.0,34,3,34,34
49,No,Travel_Frequently,944,Sales,15,3,Life Sciences,1,4779,1,Female,162.0,3,5,Research Director,3,Single,33616.0,134464.0,7,Y,Yes,8.0,1.0,2,80,4,16,1.0,2.0,12,3,4,9
53,No,Non-Travel,691,Human Resources,20,5,Technical Degree,1,5256,3,Female,47.0,2,3,Sales Representative,2,Divorced,36795.0,588720.0,3,Y,Yes,35.0,3.0,2,80,1,26,2.0,4.0,13,10,1,4
21,No,Travel_Frequently,902,Support,13,4,Life Sciences,1,4712,4,Male,76.0,3,5,Laboratory Technician,1,Single,28912.0,202384.0,6,Y,No,5.0,2.0,3,80,2,35,4.0,3.0,22,4,1,10
34,Yes,Travel_Frequently,424,Software,10,4,Life Sciences,1,2754,1,Female,82.0,1,1,Sales Representative,3,Single,23142.0,601692.0,8,Y,Yes,40.0,3.0,2,80,2,21,4.0,3.0,12,9,10,1
36,No,Travel_Frequently,370,Research & Development,39,5,Life Sciences,1,9311,1,Male,95.0,2,5,Manufacturing Director,1,Married,38190.0,763800.0,6,Y,No,36.0,3.0,3,80,1,5,4.0,3.0,1,1,1,1
34,No,Travel_Rarely,942,Hardware,22,5,Medical,1,7797,1,Female,117.0,1,4,Research Director,1,Divorced,27437.0,658488.0,3,Y,Yes,15.0,1.0,2,80,2,23,5.0,1.0,7,7,5,4
42,Yes,Travel_Rarely,1301,Hardware,12,3,Other,1,9843,1,Male,93.0,2,4,Manufacturing Director,4,Married,34125.0,989625.0,2,Y,No,29.0,3.0,2,80,1,26,5.0,3.0,4,3,2,3
21,No,Travel_Frequently,1055,Research & Development,6,5,Human Resources,1,1893,4,Female,117.0,4,1,Human Resources,1,Single,2742.0,57582.0,4,Y,Yes,29.0,2.0,3,80,4,14,2.0,3.0,2,2,2,1
41,No,Travel_Frequently,1408,Sales,11,4,Technical Degree,1,2935,1,Female,88.0,4,5,Human Resources,2,Married,22569.0,90276.0,0,Y,Yes,1.0,4.0,1,80,4,26,4.0,4.0,24,15,15,13
56,Yes,Travel_Frequently,1203,Human Resources,42,1,Other,1,5217,3,Male,121.0,2,3,Human Resources,4,Married,4562.0,31934.0,2,Y,Yes,24.0,4.0,2,80,4,8,5.0,3.0,5,3,5,5
25,Yes,Travel_Frequently,1301,Research & Development,32,2,Technical Degree,1,859,4,Female,187.0,3,1,Research Scientist,1,Married,19343.0,309488.0,1,Y,No,12.0,3.0,4,80,3,1,4.0,3.0,1,1,1,1
37,No,Non-Travel,593,Sales,11,4,Human Resources,1,4582,3,Female,128.0,4,2,Sales Executive,4,Divorced,33207.0,763761.0,3,Y,No,29.0,3.0,3,80,4,25,2.0,2.0,12,12,7,11
54,Yes,Travel_Rarely,1132,Research & Development,50,1,Human Resources,1,7130,1,Male,109.0,4,5,Laboratory Technician,4,Divorced,34801.0,382811.0,1,Y,Yes,40.0,2.0,2,80,3,18,6.0,4.0,13,4,13,8
24,No,Non-Travel,492,Sales,39,2,Other,1,4769,3,Female,157.0,3,4,Sales Representative,1,Married,27274.0,763672.0,7,Y,Yes,13.0,2.0,2,80,1,36,4.0,2.0,34,29,27,29
37,No,Travel_Rarely,466,Support,42,3,Human Resources,1,4037,3,Male,142.0,3,2,Sales Representative,1,Married,8361.0,16722.0,1,Y,No,42.0,4.0,4,80,4,6,3.0,3.0,6,3,4,2
26,No,Non-Travel,888,Software,43,5,Human Resources,1,2832,2,Male,36.0,3,4,Research Scientist,4,Divorced,12345.0,86415.0,1,Y,Yes,42.0,1.0,2,80,3,12,5.0,4.0,2,2,1,1
22,No,Travel_Frequently,306,Support,1,2,Life Sciences,1,5059,3,Female,68.0,1,3,Human Resources,4,Single,22550.0,518650.0,4,Y,No,6.0,4.0,3,80,2,8,3.0,2.0,3,3,1,2
45,No,Travel_Rarely,335,Human Resources,40,2,Human Resources,1,3466,3,Male,89.0,2,5,Manager,4,Married,20543.0,287602.0,1,Y,No,1.0,4.0,2,80,1,28,2.0,4.0,3,3,1,1
40,No,Travel_Frequently,593,Software,6,1,Medical,1,5763,4,Female,60.0,3,2,Developer,4,Divorced,38431.0,461172.0,8,Y,No,34.0,1.0,2,80,1,13,2.0,2.0,10,7,6,7
37,No,Travel_Frequently,480,Support,29,3,Other,1,3012,2,Male,126.0,4,3,Healthcare Representative,1,Divorced,50802.0,863634.0,0,Y,No,13.0,2.0,4,80,2,38,3.0,1.0,8,7,1,6
29,Yes,Travel_Frequently,691,Software,28,3,Medical,1,8863,3,Female,185.0,4,4,Human Resources,4,Single,28972.0,753272.0,0,Y,Yes,32.0,4.0,1,80,4,34,3.0,4.0,6,2,6,4
31,No,Travel_Rarely,399,Support,34,2,Human Resources,1,2104,2,Male,138.0,4,1,Sales Representative,1,Divorced,43063.0,559819.0,0,Y,No,17.0,2.0,1,80,4,27,3.0,2.0,15,4,5,4
38,No,Non-Travel,1213,Human Resources,42,1,Human Resources,1,5713,2,Male,152.0,3,3,Sales Executive,2,Divorced,15072.0,452160.0,6,Y,Yes,40.0,4.0,4,80,2,23,3.0,3.0,19,12,8,11
18,No,Travel_Rarely,507,Human Resources,11,1,Technical Degree,1,4174,2,Female,50.0,3,4,Sales Executive,1,Single,7774.0,108836.0,2,Y,No,19.0,1.0,2,80,1,20,5.0,3.0,6,4,6,2
31,No,Travel_Rarely,303,Research & Development,49,5,Life Sciences,1,3145,1,Female,34.0,3,4,Sales Representative,3,Divorced,9268.0,185360.0,2,Y,No,35.0,4.0,4,80,3,16,6.0,2.0,9,8,2,4
54,No,Travel_Frequently,1466,Software,39,4,Other,1,2758,4,Male,181.0,1,1,Manager,3,Single,49310.0,1084820.0,6,Y,Yes,10.0,3.0,3,80,3,38,1.0,3.0,35,33,24,7
34,Yes,Non-Travel,711,Research & Development,21,3,Other,1,8989,2,Male,96.0,4,4,Sales Representative,1,Divorced,19699.0,39398.0,5,Y,Yes,16.0,4.0,2,80,2,11,2.0,3.0,3,1,2,1
39,Yes,Travel_Frequently,425,Sales,19,4,Marketing,1,3055,3,Male,90.0,1,1,Healthcare Representative,3,Married,44481.0,622734.0,6,Y,No,25.0,2.0,1,80,3,7,2.0,1.0,5,2,4,4
24,No,Travel_Frequently,931,Hardware,3,2,Medical,1,1018,1,Male,93.0,1,5,Healthcare Representative,4,Divorced,16752.0,452304.0,2,Y,Yes,42.0,4.0,3,80,2,15,3.0,2.0,9,3,7,1
33,No,Travel_Frequently,371,Human Resources,24,4,Marketing,1,879,2,Male,38.0,1,3,Research Scientist,2,Single,29856.0,865824.0,4,Y,Yes,42.0,1.0,4,80,1,5,4.0,3.0,2,1,1,1
41,Yes,Travel_Rarely,336,Software,46,4,Human Resources,1,9265,4,Male,57.0,1,2,Laboratory Technician,2,Divorced,30058.0,721392.0,2,Y,Yes,39.0,2.0,4,80,1,28,6.0,1.0,17,15,2,1
57,No,Non-Travel,1406,Hardware,16,1,Medical,1,3865,3,Female,81.0,3,4,Developer,4,Married,3945.0,74955.0,3,Y,No,49.0,4.0,3,80,3,21,2.0,1.0,19,11,10,10
29,Yes,Non-Travel,870,Hardware,41,1,Technical Degree,1,1826,1,Male,103.0,3,2,Research Scientist,2,Divorced,1826.0,47476.0,6,Y,Yes,29.0,1.0,3,80,2,13,6.0,1.0,10,5,5,4
49,No,Travel_Rarely,637,Support,25,1,Other,1,9706,2,Male,80.0,1,2,Manufacturing Director,4,Single,17415.0,470205.0,1,Y,Yes,13.0,3.0,3,80,4,7,1.0,3.0,4,3,2,1
34,No,Non-Travel,1390,Research & Development,39,3,Technical Degree,1,1114,1,Male,76.0,2,1,Human Resources,2,Married,15212.0,334664.0,5,Y,No,33.0,2.0,4,80,2,4,1.0,1.0,4,4,3,4
37,No,Travel_Frequently,347,Software,7,4,Other,1,7353,2,Female,157.0,3,3,Healthcare Representative,1,Divorced,26308.0,499852.0,3,Y,Yes,15.0,3.0,2,80,3,37,4.0,3.0,34,27,34,24
43,Yes,Non-Travel,1091,Human Resources,47,4,Marketing,1,5689,3,Female,34.0,1,5,Sales Executive,4,Single,31081.0,683782.0,8,Y,No,35.0,2.0,4,80,2,24,1.0,4.0,22,21,6,15
21,Yes,Non-Travel,339,Sales,13,1,Other,1,6614,4,Female,116.0,1,5,Developer,2,Married,3531.0,105930.0,3,Y,No,15.0,2.0,1,80,2,13,2.0,4.0,5,1,5,4
39,No,Travel_Rarely,234,Sales,13,4,Technical Degree,1,6603,4,Female,121.0,1,1,Human Resources,3,Married,17879.0,17879.0,4,Y,No,23.0,1.0,1,80,3,31,5.0,3.0,10,9,3,2
48,Yes,Non-Travel,475,Human Resources,4,5,Other,1,2510,1,Female,33.0,4,5,Laboratory Technician,2,Single,2344.0,49224.0,6,Y,No,44.0,3.0,3,80,1,21,6.0,4.0,3,2,3,3
19,Yes,Travel_Frequently,1259,Human Resources,50,3,Life Sciences,1,1326,2,Female,94.0,4,2,Sales Executive,3,Divorced,30517.0,30517.0,6,Y,No,39.0,1.0,2,80,2,9,3.0,3.0,1,1,1,1
54,No,Non-Travel,591,Human Resources,28,2,Marketing,1,3953,3,Male,114.0,3,2,Human Resources,1,Single,35667.0,1070010.0,8,Y,Yes,27.0,2.0,1,80,1,22,2.0,1.0,7,7,2,3
42,Yes,Travel_Frequently,1375,Sales,16,4,Life Sciences,1,9124,2,Male,65.0,4,5,Human Resources,4,Single,39905.0,838005.0,2,Y,Yes,39.0,4.0,4,80,1,21,6.0,3.0,4,3,4,2
32,Yes,Travel_Rarely,1330,Software,10,5,Medical,1,8952,3,Male,141.0,2,2,Healthcare Representative,2,Single,10855.0,97695.0,4,Y,Yes,40.0,2.0,2,80,1,8,6.0,4.0,8,4,2,4
18,No,Non-Travel,304,Support,16,1,Life Sciences,1,9373,1,Female,135.0,1,1,Sales Executive,2,Married,26023.0,650575.0,8,Y,No,11.0,4.0,4,80,2,15,3.0,1.0,8,5,3,4
25,Yes,Travel_Rarely,914,Support,6,4,Medical,1,9842,3,Female,104.0,2,3,Sales Executive,2,Single,50824.0,559064.0,7,Y,Yes,35.0,4.0,4,80,2,27,1.0,1.0,5,1,4,1
53,Yes,Travel_Rarely,579,Support,50,5,Human Resources,1,6239,1,Male,57.0,1,2,Sales Representative,1,Divorced,47586.0,761376.0,7,Y,No,34.0,1.0,3,80,3,25,6.0,2.0,15,3,9,1
18,Yes,Non-Travel,1498,Sales,13,4,Human Resources,1,7081,1,Female,188.0,1,5,Manager,2,Divorced,36886.0,36886.0,0,Y,Yes,27.0,4.0,4,80,2,34,6.0,2.0,29,23,17,10
45,No,Non-Travel,1415,Software,40,1,Technical Degree,1,9606,4,Male,149.0,4,3,Manager,4,Divorced,28133.0,309463.0,6,Y,No,33.0,4.0,1,80,3,7,6.0,4.0,6,5,6,2
26,No,Non-Travel,702,Software,10,4,Technical Degree,1,197,1,Male,183.0,4,2,Manufacturing Director,3,Divorced,43879.0,131637.0,5,Y,Yes,41.0,4.0,1,80,2,32,1.0,2.0,26,24,1,7
31,Yes,Travel_Frequently,514,Software,46,3,Human Resources,1,4942,2,Female,116.0,1,1,Human Resources,1,Married,12819.0,282018.0,6,Y,No,6.0,3.0,1,80,3,27,2.0,4.0,23,2,2,21
50,Yes,Travel_Rarely,1177,Sales,45,2,Other,1,2150,1,Female,197.0,3,4,Human Resources,4,Single,24135.0,289620.0,2,Y,No,30.0,2.0,1,80,2,27,6.0,3.0,4,3,4,4
56,No,Non-Travel,314,Support,15,2,Human Resources,1,9404,3,Male,43.0,4,2,Manufacturing Director,3,Single,24690.0,296280.0,2,Y,Yes,11.0,1.0,3,80,1,25,3.0,4.0,16,2,8,8
18,Yes,Travel_Rarely,184,Support,5,3,Life Sciences,1,714,4,Male,104.0,2,3,Human Resources,2,Married,41661.0,833220.0,2,Y,Yes,36.0,1.0,2,80,3,14,4.0,4.0,6,4,3,6
44,Yes,Non-Travel,1021,Hardware,48,5,Technical Degree,1,2575,3,Female,75.0,4,3,Laboratory Technician,4,Divorced,9584.0,249184.0,6,Y,No,48.0,1.0,4,80,1,31,3.0,1.0,14,5,11,7
36,Yes,Travel_Frequently,565,Hardware,9,5,Other,1,9872,3,Male,97.0,2,4,Manufacturing Director,3,Single,28114.0,730964.0,4,Y,Yes,39.0,2.0,4,80,2,11,4.0,1.0,10,6,1,3
31,Yes,Travel_Rarely,789,Research & Development,19,1,Other,1,6705,4,Male,119.0,2,2,Human Resources,2,Married,44647.0,267882.0,1,Y,No,2.0,2.0,2,80,1,13,3.0,4.0,6,6,2,6
24,Yes,Non-Travel,1224,Sales,38,1,Human Resources,1,1418,3,Female,80.0,3,3,Healthcare Representative,4,Divorced,47941.0,1390289.0,2,Y,Yes,45.0,2.0,3,80,3,38,5.0,2.0,23,16,10,11
28,No,Travel_Frequently,513,Sales,25,5,Medical,1,2558,4,Female,172.0,2,2,Manager,1,Married,38152.0,953800.0,6,Y,Yes,18.0,4.0,1,80,3,37,6.0,3.0,9,9,3,6
51,No,Travel_Frequently,757,Software,30,4,Medical,1,4935,2,Female,106.0,3,5,Manufacturing Director,2,Married,46831.0,515141.0,3,Y,Yes,2.0,4.0,2,80,1,22,6.0,4.0,18,9,3,7
32,Yes,Travel_Rarely,277,Human Resources,21,1,Human Resources,1,3088,1,Male,47.0,4,1,Sales Executive,4,Single,12894.0,77364.0,2,Y,No,21.0,1.0,1,80,4,26,2.0,2.0,17,3,10,1
56,Yes,Non-Travel,622,Support,25,4,Medical,1,624,1,Female,133.0,4,4,Healthcare Representative,2,Single,34647.0,450411.0,0,Y,Yes,45.0,1.0,2,80,3,32,5.0,1.0,8,6,7,6
19,No,Travel_Frequently,1157,Sales,23,5,Marketing,1,2155,4,Male,46.0,1,5,Sales Representative,1,Divorced,49217.0,442953.0,1,Y,No,28.0,2.0,1,80,1,17,2.0,2.0,10,4,2,5
24,Yes,Travel_Frequently,247,Hardware,19,3,Medical,1,2693,4,Male,55.0,3,2,Research Director,2,Single,24235.0,24235.0,5,Y,No,13.0,2.0,2,80,1,2,2.0,2.0,1,1,1,1
23,Yes,Travel_Rarely,1018,Sales,45,4,Human Resources,1,4100,1,Male,89.0,1,1,Research Scientist,1,Divorced,34460.0,551360.0,1,Y,Yes,11.0,1.0,2,80,2,34,1.0,4.0,17,16,9,10
31,Yes,Travel_Frequently,435,Software,22,4,Medical,1,589,3,Male,169.0,3,4,Manager,1,Divorced,22191.0,377247.0,3,Y,No,38.0,2.0,4,80,3,10,3.0,2.0,1,1,1,1
30,Yes,Non-Travel,713,Support,49,4,Human Resources,1,4463,4,Female,166.0,4,4,Manufacturing Director,1,Divorced,16191.0,210483.0,0,Y,Yes,41.0,1.0,4,80,3,14,4.0,3.0,9,8,7,9
23,Yes,Non-Travel,875,Hardware,42,4,Life Sciences,1,6216,3,Male,70.0,3,4,Human Resources,4,Divorced,37882.0,37882.0,2,Y,Yes,15.0,3.0,2,80,1,15,1.0,2.0,6,2,6,3
28,Yes,Travel_Rarely,1042,Sales,19,1,Other,1,2848,2,Male,168.0,3,1,Developer,1,Divorced,2414.0,26554.0,1,Y,Yes,24.0,1.0,3,80,1,18,3.0,3.0,2,1,2,2
28,No,Non-Travel,227,Software,24,3,Human Resources,1,6980,4,Female,32.0,1,1,Research Scientist,4,Single,4318.0,129540.0,8,Y,No,31.0,3.0,3,80,4,25,2.0,4.0,20,16,10,20
35,Yes,Non-Travel,1053,Support,33,3,Marketing,1,7808,1,Male,93.0,4,2,Research Director,4,Divorced,43975.0,1099375.0,8,Y,Yes,25.0,4.0,2,80,1,28,4.0,4.0,19,12,11,15
19,Yes,Travel_Rarely,869,Software,35,3,Other,1,2565,1,Female,63.0,3,1,Sales Executive,3,Divorced,20471.0,184239.0,6,Y,No,47.0,3.0,2,80,1,28,4.0,3.0,3,1,1,1
30,No,Travel_Frequently,1255,Software,1,3,Other,1,7988,1,Male,188.0,4,3,Laboratory Technician,1,Single,44315.0,709040.0,3,Y,Yes,19.0,3.0,3,80,2,40,6.0,1.0,17,3,12,8
36,No,Non-Travel,481,Software,26,1,Human Resources,1,9807,4,Male,79.0,2,3,Laboratory Technician,1,Married,6405.0,166530.0,1,Y,No,39.0,2.0,3,80,1,2,6.0,2.0,2,2,2,2
52,No,Travel_Frequently,1171,Software,14,5,Technical Degree,1,3555,4,Female,107.0,3,2,Manager,1,Married,31573.0,473595.0,5,Y,No,6.0,3.0,1,80,2,26,5.0,2.0,25,14,10,5
30,No,Travel_Frequently,331,Software,8,4,Technical Degree,1,4586,4,Female,116.0,4,2,Research Scientist,2,Divorced,50365.0,1108030.0,2,Y,No,45.0,3.0,2,80,4,14,3.0,2.0,5,5,1,5
26,Yes,Non-Travel,128,Research & Development,36,2,Other,1,1392,2,Male,40.0,3,2,Manufacturing Director,4,Married,35218.0,352180.0,4,Y,Yes,45.0,2.0,1,80,2,36,3.0,2.0,35,27,32,16
45,Yes,Travel_Frequently,1500,Research & Development,14,1,Life Sciences,1,1732,4,Female,151.0,2,1,Laboratory Technician,1,Divorced,32373.0,485595.0,7,Y,No,49.0,2.0,4,80,2,34,1.0,1.0,20,10,6,16
33,No,Non-Travel,974,Support,37,4,Technical Degree,1,5000,1,Female,37.0,4,1,Sales Executive,2,Married,10001.0,200020.0,4,Y,No,31.0,3.0,4,80,2,16,6.0,3.0,9,9,3,4
41,Yes,Non-Travel,1239,Support,25,4,Marketing,1,6163,3,Female,49.0,4,4,Manufacturing Director,1,Single,27217.0,408255.0,3,Y,Yes,40.0,4.0,1,80,2,27,4.0,1.0,1,1,1,1
21,Yes,Travel_Rarely,1202,Software,17,4,Life Sciences,1,2459,2,Female,164.0,2,2,Human Resources,4,Divorced,12900.0,154800.0,1,Y,Yes,45.0,2.0,3,80,1,11,2.0,3.0,4,3,1,1
23,Yes,Travel_Frequently,1095,Research & Development,26,5,Medical,1,9975,4,Male,70.0,2,3,Manufacturing Director,1,Single,15875.0,285750.0,5,Y,No,48.0,2.0,3,80,1,34,2.0,1.0,3,3,2,1
52,No,Travel_Rarely,1013,Hardware,31,5,Technical Degree,1,3074,3,Female,55.0,2,3,Developer,3,Divorced,7844.0,94128.0,3,Y,No,13.0,4.0,1,80,3,5,2.0,3.0,2,1,1,2
45,No,Travel_Rarely,1281,Support,29,1,Other,1,1721,2,Male,82.0,4,4,Manufacturing Director,4,Divorced,38647.0,115941.0,2,Y,Yes,33.0,1.0,2,80,1,36,5.0,1.0,13,5,9,12
25,No,Travel_Rarely,1003,Sales,22,2,Human Resources,1,5082,4,Female,98.0,1,4,Manufacturing Director,1,Single,27434.0,768152.0,0,Y,No,18.0,4.0,4,80,3,31,2.0,1.0,21,15,13,2
57,Yes,Travel_Rarely,1483,Sales,17,3,Life Sciences,1,6124,2,Male,150.0,3,5,Sales Executive,4,Single,43040.0,473440.0,1,Y,Yes,26.0,4.0,2,80,2,7,4.0,3.0,7,7,6,7
18,No,Non-Travel,659,Human Resources,46,3,Technical Degree,1,3458,2,Male,56.0,3,2,Research Director,4,Divorced,36606.0,951756.0,4,Y,Yes,6.0,2.0,2,80,4,31,5.0,2.0,9,6,3,4
27,Yes,Travel_Rarely,399,Hardware,7,3,Human Resources,1,4395,2,Male,105.0,3,5,Sales Representative,1,Single,23407.0,46814.0,1,Y,No,35.0,1.0,1,80,2,1,2.0,3.0,1,1,1,1
18,No,Non-Travel,160,Software,26,1,Human Resources,1,3589,2,Female,77.0,3,4,Sales Executive,3,Divorced,6051.0,151275.0,8,Y,No,16.0,1.0,4,80,1,3,2.0,3.0,2,2,2,2
51,Yes,Non-Travel,783,Support,31,4,Life Sciences,1,1730,3,Male,62.0,2,4,Manufacturing Director,4,Married,25611.0,204888.0,8,Y,No,2.0,2.0,2,80,4,40,5.0,2.0,38,30,2,36
23,Yes,Travel_Rarely,1250,Hardware,12,2,Life Sciences,1,7602,1,Female,43.0,1,4,Manufacturing Director,4,Single,16051.0,369173.0,6,Y,No,37.0,2.0,4,80,2,1,2.0,1.0,1,1,1,1
30,No,Travel_Rarely,268,Software,33,5,Human Resources,1,8512,1,Male,170.0,2,5,Healthcare Representative,3,Single,6946.0,55568.0,0,Y,No,8.0,3.0,3,80,1,21,2.0,2.0,21,12,17,16
37,No,Non-Travel,632,Sales,37,2,Other,1,2215,4,Female,54.0,1,2,Human Resources,3,Divorced,12225.0,330075.0,4,Y,No,25.0,1.0,1,80,2,39,6.0,1.0,13,10,13,4
45,No,Travel_Rarely,1185,Software,5,5,Life Sciences,1,3508,4,Male,129.0,3,3,Research Scientist,4,Divorced,8989.0,17978.0,5,Y,No,6.0,3.0,3,80,3,18,5.0,2.0,15,15,3,2
35,No,Travel_Frequently,846,Support,47,3,Other,1,1194,1,Male,53.0,3,5,Sales Executive,1,Single,14543.0,130887.0,2,Y,Yes,44.0,1.0,2,80,3,12,1.0,3.0,3,1,1,1
44,Yes,Non-Travel,586,Software,38,4,Other,1,7700,2,Female,197.0,4,2,Laboratory Technician,3,Divorced,40864.0,1225920.0,3,Y,Yes,13.0,1.0,3,80,1,16,2.0,2.0,9,6,8,5
23,Yes,Travel_Frequently,614,Research & Development,19,1,Human Resources,1,3460,4,Male,131.0,4,3,Manufacturing Director,4,Single,32472.0,64944.0,2,Y,No,14.0,3.0,3,80,2,23,4.0,2.0,22,11,3,3
59,Yes,Non-Travel,1261,Support,21,3,Life Sciences,1,8123,1,Male,121.0,1,5,Sales Executive,4,Married,26634.0,266340.0,0,Y,Yes,26.0,4.0,3,80,3,1,1.0,1.0,1,1,1,1
54,No,Travel_Frequently,1133,Support,49,2,Human Resources,1,2533,3,Female,174.0,2,1,Research Scientist,3,Single,43388.0,86776.0,0,Y,No,26.0,3.0,1,80,2,4,4.0,4.0,2,1,1,2
